時間,縣市,AQI大於100之比率(%),AQI大於100之日數,不良(101-199)(站日),非常不良(200-299)(站日),有害(>=300)(站日)
,臺東縣,0.0,0.0,0,0,0
,金門縣,53.33,16.0,7,0,0
,連江縣,40.0,12.0,1,0,0
,澎湖縣,26.67,8.0,0,0,0
2017年 5月,臺北市,2.58,4.0,0,0,0
,新北市,4.66,13.0,0,0,0
,桃園市,5.65,7.0,0,0,0
,基隆市,0.0,0.0,0,0,0
,新竹縣,4.84,3.0,0,0,0
,新竹市,3.23,1.0,19,0,0
,苗栗縣,1.61,1.0,1,0,0
,臺中市,19.35,30.0,2,0,0
,彰化縣,19.35,12.0,0,0,0
,南投縣,16.13,10.0,0,0,0
,雲林縣,33.87,21.0,0,0,0
,嘉義縣,24.19,15.0,0,0,0
,嘉義市,25.81,8.0,0,0,0
,臺南市,18.55,23.0,2,0,0
,高雄市,23.39,58.0,1,0,0
,屏東縣,13.98,13.0,1,0,0
,宜蘭縣,0.0,0.0,3,0,0
,花蓮縣,0.0,0.0,3,0,0
,臺東縣,0.0,0.0,1,0,0
,金門縣,32.26,10.0,0,0,0
,連江縣,22.58,7.0,3,0,0
,澎湖縣,6.45,2.0,2,0,0
2017年 6月,臺北市,3.42,5.0,0,0,0
,新北市,2.59,7.0,0,0,0
,桃園市,0.0,0.0,0,0,0
,基隆市,0.0,0.0,0,0,0
,新竹縣,0.0,0.0,0,0,0
,新竹市,0.0,0.0,0,0,0
,苗栗縣,0.0,0.0,15,0,0
,臺中市,1.33,2.0,5,0,0
,彰化縣,0.0,0.0,3,0,0
,南投縣,0.0,0.0,2,0,0
,雲林縣,0.0,0.0,0,0,0
,嘉義縣,0.0,0.0,1,0,0
,嘉義市,0.0,0.0,0,0,0
,臺南市,0.0,0.0,0,0,0
,高雄市,0.42,1.0,0,0,0
,屏東縣,1.12,1.0,0,0,0
,宜蘭縣,0.0,0.0,0,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,0.0,0.0,0,0,0
,連江縣,3.33,1.0,0,0,0
,澎湖縣,0.0,0.0,2,0,0
2017年 7月,臺北市,3.95,6.0,2,0,0
,新北市,5.02,14.0,0,0,0
,桃園市,1.61,2.0,0,0,0
,基隆市,3.23,1.0,0,0,0
,新竹縣,1.61,1.0,0,0,0
,新竹市,0.0,0.0,0,0,0
,苗栗縣,0.0,0.0,0,0,0
,臺中市,2.58,4.0,3,0,0
,彰化縣,3.23,2.0,1,0,0
,南投縣,4.84,3.0,2,0,0
,雲林縣,6.45,4.0,0,0,0
,嘉義縣,3.23,2.0,0,0,0
,嘉義市,0.0,0.0,0,0,0
,臺南市,1.63,2.0,0,0,0
,高雄市,4.03,10.0,0,0,0
,屏東縣,6.45,6.0,0,0,0
,宜蘭縣,0.0,0.0,0,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,0.0,0.0,0,0,0
,連江縣,10.0,3.0,0,0,0
,澎湖縣,0.0,0.0,0,0,0
2017年 8月,臺北市,5.81,9.0,0,0,0
,新北市,7.89,22.0,0,0,0
,桃園市,4.03,5.0,0,0,0
,基隆市,3.23,1.0,0,0,0
,新竹縣,3.23,2.0,0,0,0
,新竹市,3.23,1.0,0,0,0
,苗栗縣,1.61,1.0,0,0,0
,臺中市,8.39,13.0,0,0,0
,彰化縣,4.84,3.0,9,0,0
,南投縣,6.45,4.0,3,0,0
,雲林縣,4.92,3.0,1,0,0
,嘉義縣,0.0,0.0,3,0,0
,嘉義市,0.0,0.0,0,0,0
,臺南市,0.0,0.0,0,0,0
,高雄市,1.61,4.0,0,0,0
,屏東縣,5.38,5.0,0,0,0
,宜蘭縣,1.61,1.0,1,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,3.23,1.0,0,0,0
,連江縣,0.0,0.0,0,0,0
,澎湖縣,0.0,0.0,0,0,0
2017年 9月,臺北市,11.33,17.0,0,0,0
,新北市,17.04,46.0,0,0,0
,桃園市,20.0,24.0,0,0,0
,基隆市,10.0,3.0,0,0,0
,新竹縣,21.67,13.0,0,0,0
,新竹市,16.67,5.0,1,0,0
,苗栗縣,21.67,13.0,0,0,0
,臺中市,28.67,43.0,0,0,0
,彰化縣,23.33,14.0,0,0,0
,南投縣,28.33,17.0,10,0,0
,雲林縣,31.67,19.0,4,0,0
,嘉義縣,28.33,17.0,5,0,0
,嘉義市,30.0,9.0,0,0,0
,臺南市,20.0,24.0,0,0,0
,高雄市,18.75,45.0,0,0,0
,屏東縣,22.22,20.0,0,0,0
,宜蘭縣,5.0,3.0,0,0,0
,花蓮縣,3.33,1.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,30.0,9.0,0,0,0
,連江縣,20.0,6.0,0,0,0
,澎湖縣,0.0,0.0,0,0,0
2017年 10月,臺北市,2.58,4.0,0,0,0
,新北市,6.81,19.0,0,0,0
,桃園市,6.45,8.0,1,0,0
,基隆市,3.23,1.0,0,0,0
,新竹縣,6.45,4.0,0,0,0
,新竹市,6.45,2.0,0,0,0
,苗栗縣,17.74,11.0,0,0,0
,臺中市,20.0,31.0,0,0,0
,彰化縣,12.9,8.0,0,0,0
,南投縣,29.03,18.0,0,0,0
,雲林縣,33.87,21.0,25,0,0
,嘉義縣,35.48,22.0,0,0,0
,嘉義市,38.71,12.0,0,0,0
,臺南市,32.26,40.0,0,0,0
,高雄市,47.58,118.0,0,0,0
,屏東縣,37.63,35.0,0,0,0
,宜蘭縣,0.0,0.0,0,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,25.81,8.0,0,0,0
,連江縣,22.58,7.0,0,0,0
,澎湖縣,6.45,2.0,0,0,0
2017年 11月,臺北市,0.67,1.0,2,0,0
,新北市,1.85,5.0,0,0,0
,桃園市,7.76,9.0,5,0,0
,基隆市,0.0,0.0,15,0,0
,新竹縣,5.08,3.0,3,0,0
,新竹市,6.67,2.0,0,0,0
,苗栗縣,5.0,3.0,0,0,0
,臺中市,8.67,13.0,0,0,0
,彰化縣,8.33,5.0,0,0,0
,南投縣,36.67,22.0,0,0,0
,雲林縣,23.33,14.0,0,0,0
,嘉義縣,20.0,12.0,37,0,0
,嘉義市,33.33,10.0,3,0,0
,臺南市,27.5,33.0,4,0,0
,高雄市,53.75,129.0,1,0,0
,屏東縣,52.22,47.0,0,0,0
,宜蘭縣,0.0,0.0,2,0,0
,花蓮縣,0.0,0.0,1,0,0
,臺東縣,0.0,0.0,2,0,0
,金門縣,20.0,6.0,10,0,0
,連江縣,26.67,8.0,1,0,0
,澎湖縣,6.67,2.0,0,0,0
2017年 12月,臺北市,5.16,8.0,0,0,0
,新北市,7.53,21.0,1,0,0
,桃園市,11.29,14.0,0,0,0
,基隆市,6.45,2.0,2,0,0
,新竹縣,12.9,8.0,5,0,0
,新竹市,12.9,4.0,5,0,0
,苗栗縣,9.68,6.0,0,0,0
,臺中市,14.19,22.0,0,0,0
,彰化縣,24.19,15.0,0,0,0
,南投縣,46.77,29.0,0,0,0
,雲林縣,38.71,24.0,0,0,0
,嘉義縣,37.1,23.0,0,0,0
,嘉義市,41.94,13.0,28,0,0
,臺南市,34.68,43.0,1,0,0
,高雄市,56.85,141.0,4,0,0
,屏東縣,38.71,36.0,0,0,0
,宜蘭縣,3.23,2.0,0,0,0
,花蓮縣,3.23,1.0,0,0,0
,臺東縣,3.23,1.0,0,0,0
,金門縣,61.29,19.0,0,0,0
,連江縣,45.16,14.0,0,0,0
,澎湖縣,3.23,1.0,0,0,0
2018年 1月,臺北市,0.0,0.0,0,0,0
,新北市,0.0,0.0,1,0,0
,桃園市,0.0,0.0,1,0,0
,基隆市,0.0,0.0,1,0,0
,新竹縣,3.23,2.0,0,0,0
,新竹市,3.23,1.0,0,0,0
,苗栗縣,8.06,5.0,2,0,0
,臺中市,7.74,12.0,2,0,0
,彰化縣,11.29,7.0,0,0,0
,南投縣,25.81,16.0,0,0,0
,雲林縣,24.19,15.0,0,0,0
,嘉義縣,17.74,11.0,0,0,0
,嘉義市,35.48,11.0,0,0,0
,臺南市,28.23,35.0,0,0,0
,高雄市,50.4,125.0,85,13,1
,屏東縣,33.33,31.0,258,39,1
,宜蘭縣,0.0,0.0,118,22,2
,花蓮縣,0.0,0.0,16,2,0
,臺東縣,0.0,0.0,60,4,0
,金門縣,29.03,9.0,28,2,0
,連江縣,16.13,5.0,63,3,0
,澎湖縣,3.23,1.0,270,40,0
2018年 2月,臺北市,2.86,4.0,111,10,0
,新北市,7.54,19.0,193,45,0
,桃園市,14.29,16.0,196,41,0
,基隆市,3.57,1.0,170,23,0
,新竹縣,14.29,8.0,109,19,0
,新竹市,28.57,8.0,367,47,0
,苗栗縣,12.5,7.0,849,191,2
,臺中市,17.14,24.0,256,65,4
,彰化縣,35.71,20.0,11,1,0
,南投縣,44.64,25.0,5,0,0
,雲林縣,48.21,27.0,1,0,0
,嘉義縣,50.0,28.0,82,28,0
,嘉義市,53.57,15.0,67,15,1
,臺南市,48.21,54.0,19,0,0
,高雄市,54.46,122.0,5,0,0
,屏東縣,32.14,27.0,19,0,0
,宜蘭縣,0.0,0.0,6,1,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,3,0,0
,金門縣,39.29,11.0,3,0,0
,連江縣,28.57,8.0,4,0,0
,澎湖縣,3.57,1.0,19,2,0
2018年 3月,臺北市,5.16,8.0,6,1,0
,新北市,8.6,24.0,24,5,0
,桃園市,18.7,23.0,23,4,0
,基隆市,3.23,1.0,17,0,0
,新竹縣,19.35,12.0,13,5,0
,新竹市,22.58,7.0,55,7,0
,苗栗縣,30.65,19.0,145,24,0
,臺中市,30.32,47.0,40,11,0
,彰化縣,35.48,22.0,0,0,0
,南投縣,45.16,28.0,0,0,0
,雲林縣,56.45,35.0,0,0,0
,嘉義縣,53.23,33.0,13,3,0
,嘉義市,45.16,14.0,5,1,0
,臺南市,43.55,54.0,1,0,0
,高雄市,56.85,141.0,10,0,0
,屏東縣,39.78,37.0,22,0,0
,宜蘭縣,3.23,2.0,16,0,0
,花蓮縣,0.0,0.0,2,0,0
,臺東縣,0.0,0.0,7,0,0
,金門縣,32.26,10.0,4,0,0
,連江縣,16.13,5.0,5,0,0
,澎湖縣,6.45,2.0,28,0,0
2018年 4月,臺北市,11.33,17.0,12,0,0
,新北市,16.3,44.0,28,4,0
,桃園市,27.97,33.0,21,9,0
,基隆市,16.67,5.0,18,3,0
,新竹縣,28.33,17.0,15,4,0
,新竹市,26.67,8.0,49,10,0
,苗栗縣,36.67,22.0,99,31,0
,臺中市,37.33,56.0,31,12,0
,彰化縣,40.0,24.0,2,0,0
,南投縣,41.67,25.0,0,0,0
,雲林縣,54.24,32.0,0,0,0
,嘉義縣,46.67,28.0,8,3,0
,嘉義市,36.67,11.0,6,2,0
,臺南市,25.0,30.0,1,0,0
,高雄市,32.08,77.0,10,0,0
,屏東縣,21.11,19.0,45,0,0
,宜蘭縣,3.33,2.0,14,3,0
,花蓮縣,3.33,1.0,4,0,0
,臺東縣,0.0,0.0,7,1,0
,金門縣,53.33,16.0,4,0,0
,連江縣,46.67,14.0,7,0,0
,澎湖縣,10.0,3.0,42,2,0
2018年 5月,臺北市,8.39,13.0,19,0,0
,新北市,14.34,40.0,40,5,0
,桃園市,4.03,5.0,36,5,0
,基隆市,12.9,4.0,31,3,0
,新竹縣,0.0,0.0,21,2,0
,新竹市,0.0,0.0,72,6,0
,苗栗縣,3.23,2.0,128,29,0
,臺中市,9.03,14.0,36,10,0
,彰化縣,3.23,2.0,2,0,0
,南投縣,12.9,8.0,1,0,0
,雲林縣,19.35,12.0,0,0,0
,嘉義縣,8.06,5.0,9,5,0
,嘉義市,6.45,2.0,10,1,0
,臺南市,4.84,6.0,2,0,0
,高雄市,10.08,25.0,16,4,0
,屏東縣,4.3,4.0,57,8,0
,宜蘭縣,1.61,1.0,29,4,0
,花蓮縣,3.23,1.0,4,0,0
,臺東縣,0.0,0.0,11,1,0
,金門縣,12.9,4.0,3,1,0
,連江縣,32.26,10.0,15,0,0
,澎湖縣,0.0,0.0,52,7,0
2018年 6月,臺北市,8.0,12.0,20,4,0
,新北市,11.11,30.0,23,6,0
,桃園市,8.33,10.0,20,13,0
,基隆市,6.67,2.0,19,11,0
,新竹縣,3.33,2.0,13,3,0
,新竹市,6.67,2.0,38,12,0
,苗栗縣,15.0,9.0,60,18,2
,臺中市,20.67,31.0,14,5,3
,彰化縣,5.0,3.0,2,0,0
,南投縣,15.0,9.0,2,0,0
,雲林縣,22.41,13.0,0,0,0
,嘉義縣,15.0,9.0,10,6,0
,嘉義市,13.33,4.0,9,3,0
,臺南市,10.0,12.0,8,0,0
,高雄市,8.75,21.0,4,0,0
,屏東縣,10.0,9.0,13,0,0
,宜蘭縣,5.0,3.0,4,3,0
,花蓮縣,6.67,2.0,0,0,0
,臺東縣,3.33,1.0,2,1,0
,金門縣,13.33,4.0,0,1,0
,連江縣,26.67,8.0,1,0,0
,澎湖縣,16.67,5.0,29,1,0
2018年 7月,臺北市,0.0,0.0,12,0,0
,新北市,1.79,5.0,10,0,0
,桃園市,0.81,1.0,21,0,0
,基隆市,6.45,2.0,13,2,0
,新竹縣,0.0,0.0,8,0,0
,新竹市,0.0,0.0,23,0,0
,苗栗縣,4.84,3.0,50,8,0
,臺中市,10.32,16.0,11,2,0
,彰化縣,4.84,3.0,0,0,0
,南投縣,6.45,4.0,0,0,0
,雲林縣,4.84,3.0,0,0,0
,嘉義縣,0.0,0.0,9,1,0
,嘉義市,3.23,1.0,5,2,0
,臺南市,0.81,1.0,2,0,0
,高雄市,0.0,0.0,5,0,0
,屏東縣,0.0,0.0,7,0,0
,宜蘭縣,0.0,0.0,0,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,0,0,0
,金門縣,6.45,2.0,0,0,0
,連江縣,3.23,1.0,0,0,0
,澎湖縣,0.0,0.0,2,0,0
2018年 8月,臺北市,0.65,1.0,0,0,0
,新北市,0.72,2.0,0,0,0
,桃園市,0.0,0.0,0,0,0
,基隆市,0.0,0.0,0,0,0
,新竹縣,0.0,0.0,0,0,0
,新竹市,0.0,0.0,0,0,0
,苗栗縣,0.0,0.0,1,0,0
,臺中市,0.65,1.0,1,0,0
,彰化縣,0.0,0.0,0,0,0
,南投縣,0.0,0.0,0,0,0
,雲林縣,3.23,2.0,0,0,0
,嘉義縣,0.0,0.0,0,0,0
,嘉義市,0.0,0.0,0,1,0
,臺南市,0.0,0.0,0,0,0
,高雄市,0.0,0.0,4,2,0
,屏東縣,0.0,0.0,13,1,0
,宜蘭縣,0.0,0.0,2,0,0
,花蓮縣,0.0,0.0,1,0,0
,臺東縣,0.0,0.0,1,0,0
,金門縣,9.68,3.0,0,0,0
,連江縣,6.45,2.0,0,0,0
,澎湖縣,0.0,0.0,4,0,0
2018年 9月,臺北市,4.0,6.0,2,0,0
,新北市,6.3,17.0,3,0,0
,桃園市,7.5,9.0,4,0,0
,基隆市,0.0,0.0,2,0,0
,新竹縣,3.33,2.0,0,0,0
,新竹市,6.67,2.0,2,0,0
,苗栗縣,8.33,5.0,9,1,0
,臺中市,4.67,7.0,5,1,0
,彰化縣,15.0,9.0,0,0,0
,南投縣,5.0,3.0,0,0,0
,雲林縣,10.0,6.0,0,0,0
,嘉義縣,5.0,3.0,0,0,0
,嘉義市,3.33,1.0,2,1,0
,臺南市,5.0,6.0,0,0,0
,高雄市,8.75,21.0,9,0,0
,屏東縣,6.74,6.0,18,4,0
,宜蘭縣,0.0,0.0,5,0,0
,花蓮縣,0.0,0.0,1,0,0
,臺東縣,0.0,0.0,2,0,0
,金門縣,16.67,5.0,1,0,0
,連江縣,23.33,7.0,1,0,0
,澎湖縣,6.67,2.0,11,2,0
2018年 10月,臺北市,5.81,9.0,3,0,0
,新北市,12.54,35.0,4,0,0
,桃園市,14.52,18.0,3,0,0
,基隆市,12.9,4.0,0,0,0
,新竹縣,14.52,9.0,0,0,0
,新竹市,6.45,2.0,0,0,0
,苗栗縣,16.13,10.0,4,0,0
,臺中市,25.81,40.0,5,0,0
,彰化縣,33.87,21.0,1,0,0
,南投縣,47.54,29.0,0,0,0
,雲林縣,53.23,33.0,0,0,0
,嘉義縣,51.61,32.0,1,0,0
,嘉義市,61.29,19.0,0,0,0
,臺南市,61.29,76.0,0,0,0
,高雄市,70.16,174.0,11,5,1
,屏東縣,53.76,50.0,24,21,1
,宜蘭縣,6.45,4.0,15,7,2
,花蓮縣,3.23,1.0,1,2,0
,臺東縣,0.0,0.0,12,1,0
,金門縣,58.06,18.0,5,0,0
,連江縣,61.29,19.0,11,2,0
,澎湖縣,48.39,15.0,32,11,0
2018年 11月,臺北市,3.33,5.0,14,0,0
,新北市,4.07,11.0,10,7,0
,桃園市,6.67,8.0,13,6,0
,基隆市,0.0,0.0,15,2,0
,新竹縣,3.33,2.0,8,1,0
,新竹市,6.67,2.0,19,5,0
,苗栗縣,13.33,8.0,37,8,0
,臺中市,18.67,28.0,17,3,0
,彰化縣,22.03,13.0,2,1,0
,南投縣,36.67,22.0,1,0,0
,雲林縣,33.33,20.0,0,0,0
,嘉義縣,26.67,16.0,4,5,0
,嘉義市,33.33,10.0,4,2,0
,臺南市,37.5,45.0,0,0,0
,高雄市,52.08,125.0,2,2,0
,屏東縣,38.2,34.0,14,5,0
,宜蘭縣,0.0,0.0,4,4,0
,花蓮縣,0.0,0.0,1,0,0
,臺東縣,0.0,0.0,4,0,0
,金門縣,0.0,0.0,2,0,0
,連江縣,3.33,1.0,11,0,0
,澎湖縣,3.33,1.0,25,6,0
2018年 12月,臺北市,0.0,0.0,8,0,0
,新北市,2.15,6.0,16,2,0
,桃園市,11.29,14.0,20,1,0
,基隆市,0.0,0.0,22,0,0
,新竹縣,6.45,4.0,12,0,0
,新竹市,19.35,6.0,40,0,0
,苗栗縣,11.29,7.0,94,24,0
,臺中市,9.68,15.0,28,7,0
,彰化縣,16.13,10.0,0,0,0
,南投縣,16.13,10.0,0,0,0
,雲林縣,20.97,13.0,0,0,0
,嘉義縣,24.19,15.0,7,1,0
,嘉義市,16.13,5.0,6,1,0
,臺南市,20.97,26.0,2,0,0
,高雄市,42.34,105.0,1,0,0
,屏東縣,43.01,40.0,5,0,0
,宜蘭縣,0.0,0.0,9,0,0
,花蓮縣,0.0,0.0,0,0,0
,臺東縣,0.0,0.0,3,0,0
,金門縣,19.35,6.0,2,0,0
,連江縣,6.45,2.0,2,1,0
,澎湖縣,6.45,2.0,10,3,0
,,,,4,1,0
,,,,18,4,0
,,,,13,1,0
,,,,11,1,0
,,,,10,0,0
,,,,33,0,0
,,,,102,27,0
,,,,39,7,1
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,5,1,0
,,,,7,0,1
,,,,2,0,0
,,,,8,0,0
,,,,21,0,0
,,,,14,0,0
,,,,2,0,0
,,,,8,0,0
,,,,4,0,0
,,,,6,0,0
,,,,16,6,0
,,,,11,4,0
,,,,17,12,0
,,,,22,2,0
,,,,22,1,0
,,,,9,4,0
,,,,36,7,0
,,,,120,21,0
,,,,29,7,0
,,,,2,0,0
,,,,1,0,0
,,,,1,0,0
,,,,16,3,0
,,,,13,1,0
,,,,1,0,0
,,,,64,11,0
,,,,206,27,0
,,,,127,10,0
,,,,16,3,0
,,,,51,7,0
,,,,36,2,0
,,,,89,8,0
,,,,252,39,0
,,,,121,13,0
,,,,149,30,0
,,,,175,36,0
,,,,155,25,0
,,,,76,17,0
,,,,290,55,0
,,,,776,154,6
,,,,204,53,0
,,,,10,2,0
,,,,5,0,0
,,,,1,0,0
,,,,67,21,0
,,,,64,16,2
,,,,21,11,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,2,0,0
,,,,1,0,0
,,,,5,0,0
,,,,12,0,0
,,,,7,0,0
,,,,10,6,0
,,,,13,2,0
,,,,11,0,0
,,,,7,4,0
,,,,27,8,0
,,,,93,32,0
,,,,19,12,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,7,2,0
,,,,3,2,0
,,,,0,1,0
,,,,4,0,0
,,,,19,0,0
,,,,16,0,0
,,,,1,0,0
,,,,8,0,0
,,,,8,0,0
,,,,7,0,0
,,,,24,0,0
,,,,19,1,0
,,,,23,2,0
,,,,25,2,0
,,,,25,3,0
,,,,11,4,0
,,,,48,6,0
,,,,104,18,0
,,,,23,4,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,9,2,0
,,,,7,1,0
,,,,1,0,0
,,,,4,4,0
,,,,18,6,0
,,,,21,2,0
,,,,1,0,0
,,,,10,2,0
,,,,5,2,0
,,,,17,2,0
,,,,40,7,0
,,,,17,5,0
,,,,26,2,0
,,,,28,7,0
,,,,26,7,0
,,,,13,1,0
,,,,49,5,0
,,,,131,10,0
,,,,25,12,0
,,,,2,0,0
,,,,0,0,0
,,,,0,0,0
,,,,8,2,0
,,,,5,0,0
,,,,2,0,0
,,,,15,2,0
,,,,38,6,0
,,,,30,3,0
,,,,5,0,0
,,,,16,1,0
,,,,8,0,0
,,,,21,1,0
,,,,46,10,0
,,,,24,0,0
,,,,23,2,0
,,,,28,4,0
,,,,27,1,0
,,,,11,0,0
,,,,30,0,0
,,,,71,6,0
,,,,17,2,0
,,,,2,0,0
,,,,1,0,0
,,,,0,0,0
,,,,12,4,0
,,,,12,1,1
,,,,3,0,0
,,,,13,0,0
,,,,38,2,0
,,,,5,0,0
,,,,4,0,0
,,,,0,0,0
,,,,0,0,0
,,,,2,0,0
,,,,13,1,0
,,,,1,1,0
,,,,7,1,0
,,,,10,2,0
,,,,5,0,0
,,,,2,0,0
,,,,6,0,0
,,,,23,2,0
,,,,4,0,0
,,,,1,0,0
,,,,1,0,0
,,,,0,0,0
,,,,4,0,0
,,,,9,1,0
,,,,0,0,0
,,,,8,4,0
,,,,22,8,0
,,,,8,2,0
,,,,0,2,0
,,,,0,2,0
,,,,2,0,0
,,,,5,4,0
,,,,22,9,0
,,,,1,2,0
,,,,6,3,0
,,,,8,5,0
,,,,7,2,0
,,,,3,1,0
,,,,12,0,0
,,,,17,4,0
,,,,6,3,0
,,,,1,2,0
,,,,2,0,0
,,,,1,0,0
,,,,4,0,0
,,,,5,3,0
,,,,3,2,0
,,,,0,0,0
,,,,4,1,0
,,,,1,0,0
,,,,2,0,0
,,,,0,0,0
,,,,0,0,0
,,,,2,1,0
,,,,11,5,0
,,,,3,0,0
,,,,3,1,0
,,,,3,0,0
,,,,0,0,0
,,,,1,0,0
,,,,1,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,2,0,0
,,,,1,0,0
,,,,0,0,0
,,,,1,0,0
,,,,2,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,1,0,0
,,,,0,0,0
,,,,0,0,0
,,,,2,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,3,0,0
,,,,2,0,0
,,,,0,0,0
,,,,6,0,0
,,,,17,0,0
,,,,9,0,0
,,,,0,0,0
,,,,2,0,0
,,,,2,0,0
,,,,5,0,0
,,,,7,0,0
,,,,9,0,0
,,,,2,1,0
,,,,5,1,0
,,,,1,2,0
,,,,0,1,0
,,,,3,3,0
,,,,21,0,0
,,,,6,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,3,2,0
,,,,6,1,0
,,,,1,1,0
,,,,8,1,0
,,,,31,4,0
,,,,17,1,0
,,,,3,1,0
,,,,8,1,0
,,,,2,0,0
,,,,10,0,0
,,,,35,5,0
,,,,17,4,0
,,,,21,8,0
,,,,25,8,0
,,,,25,7,0
,,,,16,3,0
,,,,58,18,0
,,,,126,43,5
,,,,39,11,0
,,,,4,0,0
,,,,1,0,0
,,,,0,0,0
,,,,11,7,0
,,,,11,7,1
,,,,8,7,0
,,,,5,0,0
,,,,11,0,0
,,,,6,2,0
,,,,0,0,0
,,,,2,0,0
,,,,2,0,0
,,,,8,0,0
,,,,26,2,0
,,,,13,0,0
,,,,19,3,0
,,,,16,4,0
,,,,13,3,0
,,,,8,2,0
,,,,35,10,0
,,,,101,23,1
,,,,28,6,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,1,0,0
,,,,1,0,0
,,,,0,0,0
,,,,6,0,0
,,,,14,0,0
,,,,0,0,0
,,,,3,1,0
,,,,6,0,0
,,,,7,0,0
,,,,15,0,0
,,,,10,0,0
,,,,9,1,0
,,,,12,1,0
,,,,15,0,0
,,,,4,1,0
,,,,21,5,0
,,,,89,16,0
,,,,37,3,0
,,,,0,0,0
,,,,0,0,0
,,,,0,0,0
,,,,4,2,0
,,,,2,0,0
,,,,2,0,0
